num,dt,sec,id,imgURL,imgFile,episode,priority,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,lat,lon,latitude longitude,locInterpolated,heading,speed,distance,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags,lat_smooth,lon_smooth,lat_lon_smooth,heading_smooth
151,2013-12-17T07:08:14+0100,0,B00000204_21I558_20131217_070813,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_151.jpg,g1_a2_sml_151.jpg,3,1,4014,2,1,0.295,-0.929,-0.271,0.219,-0.271,-0.171,65535,61097,41566,65535,24.3,2,-33.98916,151.23241,-33.98916 151.23241,0,269,0.23,1.84,50.5,0.6,10.5,2.04,3,1.25,1.43,1,1.719,109.82,-82.52,66.011,0,,-33.98917,151.23242,-33.98917 151.23242,208
153,2013-12-17T07:08:31+0100,17,B00000206_21I558_20131217_070831,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_153.jpg,g1_a2_sml_153.jpg,3,1,4014,2,1,-0.135,-0.928,-0.319,-0.094,-0.352,-0.076,21062,21650,15396,44648,27.4,2,-33.98919,151.23239,-33.98919 151.23239,0,0,0,0,50,0.3,10.88,2.11,2,1.25,1.492,1,1.313,106.08,-99.28,247.7,0,,-33.98919667,151.23242,-33.9891966667 151.23242,130
155,2013-12-17T07:08:52+0100,38,B00000208_21I558_20131217_070852,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_155.jpg,g1_a2_sml_155.jpg,3,1,4014,2,1,-0.004,-0.956,-0.167,-0.036,-0.357,-0.06,21367,23838,18875,52991,27.4,2,-33.98924,151.23246,-33.98924 151.23246,0,348,0.41,4.54,51.2,1.1,13.93,2.23,4,1.25,1.461,1,1.344,106.51,-84.92,218.69,0,,-33.98919667,151.2324267,-33.9891966667 151.232426667,342
157,2013-12-17T07:09:18+0100,64,B00000210_21I558_20131217_070918,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_157.jpg,g1_a2_sml_157.jpg,3,1,4014,2,1,-0.077,-0.983,-0.216,0.128,-0.328,-0.172,36081,41963,30558,65535,27.4,2,-33.98916,151.23243,-33.98916 151.23243,0,269,0.46,3.69,54.3,0,11.95,2.29,1,1.25,1.836,1,1.25,96.319,-102.6,54.087,0,,-33.98918667,151.2324267,-33.9891866667 151.232426667,269
158,2013-12-17T07:09:26+0100,72,B00000211_21I558_20131217_070926,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_158.jpg,g1_a2_sml_158.jpg,3,1,4014,2,1,-0.271,-0.938,-0.112,0.065,-0.35,-0.154,36395,44465,33652,65535,27.4,2,-33.98916,151.23239,-33.98916 151.23239,0,269,0.12,0.92,54,0.2,14.03,2.1,2,1.25,1.836,1,1.281,98.261,-103.8,53.176,0,,-33.98916,151.2324,-33.98916 151.2324,269
159,2013-12-17T07:09:34+0100,80,B00000212_21I558_20131217_070934,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_159.jpg,g1_a2_sml_159.jpg,3,1,4014,2,1,-0.098,-0.985,-0.212,0.069,-0.347,-0.167,35603,41927,30719,65535,29.9,2,-33.98916,151.23238,-33.98916 151.23238,0,90,0.1,0.92,54,0.7,9.16,2.12,2,1.25,1.836,1,1.281,103.94,-98.23,48.87,0,,-33.98916,151.2323867,-33.98916 151.232386667,90
161,2013-12-17T07:09:51+0100,97,B00000214_21I558_20131217_070951,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_161.jpg,g1_a2_sml_161.jpg,3,1,4014,2,1,-0.104,-0.899,-0.338,0.116,-0.336,-0.15,30560,31940,23463,65535,29.9,2,-33.98916,151.23239,-33.98916 151.23239,0,124,0.65,7.84,53.4,0.4,13.65,2.25,2,1.25,1.711,1,1.5,106.34,-94.43,55.623,0,,-33.98917333,151.23241,-33.9891733333 151.23241,124
162,2013-12-17T07:10:03+0100,109,B00000215_21I558_20131217_071002,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_162.jpg,g1_a2_sml_162.jpg,3,1,4014,2,1,-0.018,-0.962,-0.294,0.142,-0.317,-0.19,36976,40580,28943,65535,29.9,2,-33.9892,151.23246,-33.98920 151.23246,0,68,0.37,2.98,52.9,0.7,13.65,2.32,2,1.25,1.711,1,1.438,105.38,-91.72,54.77,0,,-33.98918333,151.2324467,-33.9891833333 151.232446667,68
163,2013-12-17T07:10:11+0100,117,B00000216_21I558_20131217_071011,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_163.jpg,g1_a2_sml_163.jpg,3,1,4014,2,1,-0.103,-0.945,-0.226,0.112,-0.32,-0.22,41970,46514,33456,65535,29.9,2,-33.98919,151.23249,-33.98919 151.23249,0,278,0.83,7.46,52.2,0.2,13.95,2.39,2,1.25,1.742,1,1.406,103.71,-92.64,55.273,0,,-33.98919,151.2324533,-33.98919 151.232453333,278
164,2013-12-17T07:10:20+0100,126,B00000217_21I558_20131217_071020,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_164.jpg,g1_a2_sml_164.jpg,3,1,4014,2,1,-0.086,-0.922,-0.221,0.137,-0.319,-0.19,36177,40649,29200,65535,29.9,2,-33.98918,151.23241,-33.98918 151.23241,0,301,0.13,2.15,53.4,0.3,11.97,2.46,2,1.25,1.742,1,1.406,103.59,-91.33,55.921,0,,-33.98917667,151.2324467,-33.9891766667 151.232446667,51
