num,dt,sec,id,imgURL,imgFile,episode,priority,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,lat,lon,latitude longitude,locInterpolated,heading,speed,distance,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags,lat_smooth,lon_smooth,lat_lon_smooth,heading_smooth,unity_height
251,2013-12-17T07:26:03+0100,1069,B00000304_21I558_20131217_072602,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_251.jpg,g1_a2_sml_251.jpg,1,1,4014,2,1,0.04,-1.231,0.103,-0.154,-0.296,-0.257,65535,65535,53017,65535,28.7,2,-33.98758,151.23131,-33.98758 151.23131,0,90,0.31,2.76,32,0.8,11.34,1.85,1,1.25,1.648,1,1.469,96.039,-95.3,304.11,0,,-33.98757,151.2313267,-33.98757 151.231326667,90,-100.6399
252,2013-12-17T07:26:12+0100,1078,B00000305_21I558_20131217_072612,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_252.jpg,g1_a2_sml_252.jpg,1,1,4014,2,1,-0.069,-1.028,-0.015,-0.22,-0.295,-0.164,65535,65535,46701,65535,28.7,2,-33.98758,151.23134,-33.98758 151.23134,0,39,0.58,8.67,31.4,0.7,9.27,1.8,1,1.25,1.617,1,1.5,99.199,-94.61,316.58,0,,-33.98756,151.23135,-33.98756 151.23135,39,-99.74527
253,2013-12-17T07:26:27+0100,1093,B00000306_21I558_20131217_072621,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_253.jpg,g1_a2_sml_253.jpg,1,1,4014,2,1,-0.121,-0.932,0.033,0.051,-0.324,-0.002,65535,65535,65535,65535,28.7,2,-33.98752,151.2314,-33.98752 151.23140,0,157,0.8,7.22,31.1,0.8,11.8,1.81,1,1.25,1.617,1,1.531,99.868,-96.3,322.92,0,,-33.98756,151.23139,-33.98756 151.23139,157,-99.74527
254,2013-12-17T07:26:36+0100,1102,B00000307_21I558_20131217_072636,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_254.jpg,g1_a2_sml_254.jpg,1,1,4014,2,1,-0.144,-0.919,0.15,0.069,-0.326,-0.01,65535,65535,61772,65535,28.7,2,-33.98758,151.23143,-33.98758 151.23143,0,90,0.74,7.38,29.7,0.4,8.17,1.85,1,1.25,1.648,1,1.406,88.408,-98.97,41.045,0,,-33.98756,151.2314467,-33.98756 151.231446667,90,-98.85452
255,2013-12-17T07:26:46+0100,1112,B00000308_21I558_20131217_072645,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_255.jpg,g1_a2_sml_255.jpg,1,1,4014,2,1,0.07,-1.055,-0.031,-0.147,-0.324,-0.067,35382,34563,23041,65535,28.7,2,-33.98758,151.23151,-33.98758 151.23151,0,180,1.11,13.34,30,0.5,9.05,1.86,1,1.25,1.648,1,1.5,97.357,-96.12,352.52,0,,-33.98762,151.2314833,-33.98762 151.231483333,180,-98.85452
256,2013-12-17T07:26:58+0100,1124,B00000309_21I558_20131217_072657,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_256.jpg,g1_a2_sml_256.jpg,1,1,4014,2,1,0.035,-1.104,-0.015,-0.053,-0.285,-0.333,30427,34910,26402,65535,28.7,2,-33.9877,151.23151,-33.98770 151.23151,0,0,0.78,7.78,30.8,0.7,15.67,2.01,1,1.25,1.648,1,1.5,95.527,-99.81,248.07,0,,-33.98764667,151.2314933,-33.9876466667 151.231493333,313,-97.9677
260,2013-12-17T07:27:40+0100,1166,B00000313_21I558_20131217_072740,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_260.jpg,g1_a2_sml_260.jpg,1,1,4014,2,1,0.204,-0.886,-0.548,0.003,-0.014,-0.472,28672,28736,18030,56801,28.7,2,-33.98766,151.23146,-33.98766 151.23146,0,180,0.4,4.45,33.1,0.8,13.59,2.28,5,1.25,1.559,1,1.563,86.332,-94.51,354,0,,-33.98768667,151.2314767,-33.9876866667 151.231476667,180,-97.9677
261,2013-12-17T07:27:51+0100,1177,B00000314_21I558_20131217_072751,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_261.jpg,g1_a2_sml_261.jpg,1,1,4014,2,1,-0.407,-1.143,0.009,0.008,-0.303,-0.29,57739,61351,44962,65535,28.7,2,-33.9877,151.23146,-33.98770 151.23146,0,197,1.04,9.32,33,0.6,14.6,2.41,2,1.25,1.777,1,1.125,94.243,-99.55,356.57,0,,-33.98771333,151.23145,-33.9877133333 151.23145,197,-98.85452
262,2013-12-17T07:28:00+0100,1186,B00000315_21I558_20131217_072800,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_262.jpg,g1_a2_sml_262.jpg,1,1,4014,2,1,-0.126,-1.281,-0.089,0.016,-0.27,-0.33,45155,50985,36984,65535,28.7,2,-33.98778,151.23143,-33.98778 151.23143,0,227,0.62,4.97,33.4,1,12.89,2.49,1,1.25,1.777,1,1.219,93.778,-100.7,3.1527,0,,-33.98776333,151.2314267,-33.9877633333 151.231426667,227,-97.9677
263,2013-12-17T07:28:08+0100,1194,B00000316_21I558_20131217_072808,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_263.jpg,g1_a2_sml_263.jpg,1,1,4014,2,1,0.102,-0.752,-0.349,-0.051,-0.296,-0.334,40364,48490,35930,65535,28.7,2,-33.98781,151.23139,-33.98781 151.23139,0,241,1.45,11.57,33.7,1.1,9.01,2.57,1,1.25,1.777,1,1.219,93.223,-99.82,28.371,0,,-33.98781667,151.2313667,-33.9878166667 151.231366667,241,-97.9677
264,2013-12-17T07:28:16+0100,1202,B00000317_21I558_20131217_072816,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_264.jpg,g1_a2_sml_264.jpg,1,1,4014,2,1,-0.272,-1.052,-0.014,0.073,-0.336,-0.228,11367,13434,11854,32793,28.7,2,-33.98786,151.23128,-33.98786 151.23128,0,245,1.01,8.09,36.4,1.4,12.87,2.44,1,1.25,1.777,1,1.25,94.744,-100.9,40.52,0,,-33.98785333,151.23129,-33.9878533333 151.23129,245,-97.9677
265,2013-12-17T07:28:24+0100,1210,B00000318_21I558_20131217_072824,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_265.jpg,g1_a2_sml_265.jpg,1,1,4014,2,1,-0.26,-0.444,0.215,0.074,-0.329,-0.189,46177,53232,39454,65535,28.7,2,-33.98789,151.2312,-33.98789 151.23120,0,256,0.59,4.74,36,0.5,11.49,2.26,1,1.25,1.777,1,1.25,96.506,-98.82,28.024,0,,-33.98788333,151.23121,-33.9878833333 151.23121,256,-97.9677
266,2013-12-17T07:28:32+0100,1218,B00000319_21I558_20131217_072832,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_266.jpg,g1_a2_sml_266.jpg,1,1,4014,2,1,-0.176,-0.938,-0.036,-0.043,-0.31,-0.279,40006,49078,39322,65535,28.7,2,-33.9879,151.23115,-33.98790 151.23115,0,348,0.41,4.54,33.7,0.7,12.26,2.05,1,1.25,1.777,1,1.25,90.512,-100.5,4.9197,0,,-33.98788333,151.2311633,-33.9878833333 151.231163333,348,-97.08479
267,2013-12-17T07:28:43+0100,1229,B00000320_21I558_20131217_072843,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_267.jpg,g1_a2_sml_267.jpg,1,1,4014,2,1,-0.06,-0.846,-0.001,0.114,-0.345,-0.147,43601,48358,36794,65535,28.7,2,-33.98786,151.23114,-33.98786 151.23114,0,0,0.15,2.22,31.2,0.4,14.44,2.12,1,1.25,1.777,1,1.219,95.132,-98.87,81.429,0,,-33.98786667,151.2311433,-33.9878666667 151.231143333,0,-97.08479
268,2013-12-17T07:28:58+0100,1244,B00000321_21I558_20131217_072852,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_268.jpg,g1_a2_sml_268.jpg,1,1,4014,2,1,-0.188,-0.958,0.052,0.044,-0.334,-0.004,65535,65535,65535,65535,28.7,2,-33.98784,151.23114,-33.98784 151.23114,0,223,1.52,12.16,31.1,0.1,11.3,2.16,1,1.25,1.777,1,1.188,89.027,-101.5,85.898,0,,-33.98787333,151.23111,-33.9878733333 151.23111,223,-97.08479
269,2013-12-17T07:29:06+0100,1252,B00000322_21I558_20131217_072906,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_269.jpg,g1_a2_sml_269.jpg,1,1,4014,2,1,-0.175,-1.468,-0.015,0.072,-0.324,-0.235,39819,48796,39176,65535,28.7,2,-33.98792,151.23105,-33.98792 151.23105,0,241,1.05,9.41,31.7,0.9,9.81,2.17,1,1.25,1.777,1,1.219,92.207,-99.89,23.472,0,,-33.98790667,151.23105,-33.9879066667 151.23105,241,-96.20582
270,2013-12-17T07:29:15+0100,1261,B00000323_21I558_20131217_072915,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_270.jpg,g1_a2_sml_270.jpg,1,1,4014,2,1,-0.358,-1.141,0.18,0.015,-0.317,-0.257,43132,46483,35741,65535,28.7,2,-33.98796,151.23096,-33.98796 151.23096,0,244,1.14,10.24,31.9,1.3,9.81,2.18,1,1.25,1.777,1,1.188,94.787,-100.8,35.817,0,,-33.98796,151.2309567,-33.98796 151.230956667,244,-95.33076
271,2013-12-17T07:29:24+0100,1270,B00000324_21I558_20131217_072924,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_271.jpg,g1_a2_sml_271.jpg,1,1,4014,2,1,-0.298,-0.817,0.045,0.066,-0.325,-0.224,53085,58110,41229,65535,28.7,2,-33.988,151.23086,-33.98800 151.23086,0,242,0.73,7.26,31.6,1,9.89,2.19,1,1.25,1.777,1,1.25,96.274,-101,33.015,0,,-33.98799667,151.23087,-33.9879966667 151.23087,242,-94.45963
272,2013-12-17T07:29:34+0100,1280,B00000325_21I558_20131217_072933,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_272.jpg,g1_a2_sml_272.jpg,1,1,4014,2,1,-0.28,-1.428,-0.165,0.094,-0.315,-0.004,51349,57010,42548,65535,28.7,2,-33.98803,151.23079,-33.98803 151.23079,0,264,1.2,12.04,31.8,0.7,11.53,2.2,1,1.25,1.777,1,1.25,99.299,-99.21,21.087,0,,-33.98802333,151.23077,-33.9880233333 151.23077,264,-93.59243
273,2013-12-17T07:29:44+0100,1290,B00000326_21I558_20131217_072943,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_273.jpg,g1_a2_sml_273.jpg,1,1,4014,2,1,-0.231,-1.319,-0.276,0.142,-0.282,-0.229,58024,65535,51321,65535,28.7,2,-33.98804,151.23066,-33.98804 151.23066,0,263,1.16,9.29,32.2,1.6,12.07,2.19,1,1.25,1.809,1,1.25,99.975,-94.01,59.043,0,,-33.98804,151.23067,-33.98804 151.23067,263,-91.86979
274,2013-12-17T07:29:52+0100,1298,B00000327_21I558_20131217_072952,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_274.jpg,g1_a2_sml_274.jpg,1,1,4014,2,1,-0.003,-1.229,-0.163,0.13,-0.325,-0.173,43615,51187,38968,65535,28.7,2,-33.98805,151.23056,-33.98805 151.23056,0,250,0.76,6.83,31.9,0.9,9.83,2.16,1,1.25,1.809,1,1.281,98.99,-92.85,41.418,0,,-33.98805333,151.23057,-33.9880533333 151.23057,250,-90.16285
275,2013-12-17T07:30:01+0100,1307,B00000328_21I558_20131217_073001,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_275.jpg,g1_a2_sml_275.jpg,1,1,4014,2,1,-0.167,-1.412,-0.487,0.077,-0.298,-0.253,53286,60551,44779,65535,28.7,2,-33.98807,151.23049,-33.98807 151.23049,0,231,0.79,7.1,32.1,0.9,9.88,2.16,1,1.25,1.777,1,1.344,97.306,-96.29,45.005,0,,-33.98807667,151.2304933,-33.9880766667 151.230493333,231,-89.31526
276,2013-12-17T07:30:10+0100,1316,B00000329_21I558_20131217_073010,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_276.jpg,g1_a2_sml_276.jpg,1,1,4014,2,1,-0.029,-1.334,-0.247,0.087,-0.33,-0.107,65535,65535,47688,65535,28.7,2,-33.98811,151.23043,-33.98811 151.23043,0,245,0.4,8.1,33.1,1,9.95,2.17,1,1.25,1.777,1,1.313,98.262,-94.28,28.226,0,,-33.98810667,151.2304233,-33.9881066667 151.230423333,245,-88.4716
277,2013-12-17T07:30:30+0100,1336,B00000330_21I558_20131217_073018,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_277.jpg,g1_a2_sml_277.jpg,1,1,4014,2,1,-0.192,-1.413,-0.371,0.117,-0.303,-0.244,48820,56044,43205,65535,28.7,2,-33.98814,151.23035,-33.98814 151.23035,0,219,1.6,14.44,33.8,0.4,10.81,2.16,1,1.25,1.777,1,1.313,98.142,-94.38,7.3271,0,,-33.98816333,151.2303433,-33.9881633333 151.230343333,219,-87.63187
278,2013-12-17T07:30:39+0100,1345,B00000331_21I558_20131217_073039,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_278.jpg,g1_a2_sml_278.jpg,1,1,4014,2,1,0.29,-0.791,-0.763,-0.05,-0.291,-0.329,49552,57335,40398,65535,28.7,2,-33.98824,151.23025,-33.98824 151.23025,0,191,0.57,4.54,35.1,1.3,7.03,1.98,1,1.31,1.809,1,1.313,96.529,-97.94,21.185,0,,-33.98822,151.23028,-33.98822 151.23028,191,-86.79605
279,2013-12-17T07:30:47+0100,1353,B00000332_21I558_20131217_073047,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_279.jpg,g1_a2_sml_279.jpg,1,1,4014,2,1,0.204,-0.784,0.144,0.082,-0.337,-0.125,64689,65535,46082,65535,28.7,2,-33.98828,151.23024,-33.98828 151.23024,0,191,0.57,4.54,36.3,0.4,11.57,2.06,1,1.25,1.809,1,1.313,97.889,-96.96,6.2636,0,,-33.98828,151.23024,-33.98828 151.23024,191,-85.96416
280,2013-12-17T07:30:55+0100,1361,B00000333_21I558_20131217_073055,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_280.jpg,g1_a2_sml_280.jpg,1,1,4014,2,1,-0.025,-0.574,0.031,0.016,-0.312,-0.279,65535,65535,52263,65535,25.2,2,-33.98832,151.23023,-33.98832 151.23023,0,216,1.24,12.43,37.4,1.1,8.38,2.06,1,1.31,1.809,1,1.313,97.243,-98.79,11.34,0,,-33.98833667,151.2302067,-33.9883366667 151.230206667,216,-85.96416
281,2013-12-17T07:31:05+0100,1371,B00000334_21I558_20131217_073105,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_281.jpg,g1_a2_sml_281.jpg,1,1,4014,2,1,-0.092,-0.93,-0.238,-0.192,-0.306,-0.189,45227,48309,34575,65535,25.2,2,-33.98841,151.23015,-33.98841 151.23015,0,205,0.43,8.61,36.1,1,12.84,2.01,1,1.25,1.809,1,1.281,97.217,-94.34,341.77,0,,-33.98840333,151.2301633,-33.9884033333 151.230163333,205,-85.96416
282,2013-12-17T07:31:25+0100,1391,B00000335_21I558_20131217_073113,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_282.jpg,g1_a2_sml_282.jpg,1,1,4014,2,1,0.021,-1.279,-0.775,-0.043,-0.257,-0.371,58298,65535,46071,65535,25.2,2,-33.98848,151.23011,-33.98848 151.23011,0,187,1.22,13.47,34.1,0.4,12.57,1.96,1,1.31,1.809,1,1.281,98.011,-99.1,342.98,0,,-33.98849667,151.2301167,-33.9884966667 151.230116667,187,-85.96416
283,2013-12-17T07:31:36+0100,1402,B00000336_21I558_20131217_073135,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_283.jpg,g1_a2_sml_283.jpg,1,1,4014,2,1,-0.141,-1.377,-0.364,-0.03,-0.262,-0.367,65535,65535,49855,65535,25.2,2,-33.9886,151.23009,-33.98860 151.23009,0,180,0.71,7.78,30.8,0.8,10.61,1.72,1,1.25,1.809,1,1.281,97.785,-98.99,352.58,0,,-33.98858333,151.2300967,-33.9885833333 151.230096667,180,-86.79605
284,2013-12-17T07:31:47+0100,1413,B00000337_21I558_20131217_073147,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_284.jpg,g1_a2_sml_284.jpg,1,1,4014,2,1,-0.058,-0.916,0.103,-0.163,-0.302,-0.263,55125,61487,48348,65535,25.2,2,-33.98867,151.23009,-33.98867 151.23009,0,149,0.75,9.05,32,0.9,9.97,1.67,1,1.25,1.777,1,1.344,97.235,-97.18,342.9,0,,-33.98867,151.2301067,-33.98867 151.230106667,149,-86.79605
285,2013-12-17T07:31:59+0100,1425,B00000338_21I558_20131217_073159,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_285.jpg,g1_a2_sml_285.jpg,1,1,4014,2,1,0,-1.106,-0.238,-0.074,-0.303,-0.303,50338,61330,47428,65535,25.2,2,-33.98874,151.23014,-33.98874 151.23014,0,161,0.73,5.86,33.4,0.5,9.96,1.67,1,1.25,1.809,1,1.281,95.775,-101.2,340.91,0,,-33.98873333,151.23013,-33.9887333333 151.23013,161,-86.79605
286,2013-12-17T07:32:07+0100,1433,B00000339_21I558_20131217_073207,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_286.jpg,g1_a2_sml_286.jpg,1,1,4014,2,1,0.239,-0.957,-0.763,-0.133,-0.246,-0.37,59715,64199,42194,65535,24.4,2,-33.98879,151.23016,-33.98879 151.23016,0,180,0.69,5.56,33,0.9,9.84,1.68,1,1.25,1.809,1,1.281,97.127,-100.2,329.29,0,,-33.98879,151.2301533,-33.98879 151.230153333,180,-86.79605
287,2013-12-17T07:32:15+0100,1441,B00000340_21I558_20131217_073215,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_287.jpg,g1_a2_sml_287.jpg,1,1,4014,2,1,0.164,-0.66,-0.349,-0.103,-0.274,-0.34,43209,51547,41163,65535,24.4,2,-33.98884,151.23016,-33.98884 151.23016,0,159,0.89,10.67,32.3,0.6,9.1,1.68,1,1.25,1.809,1,1.344,102.06,-99.17,323.91,0,,-33.98885333,151.2301733,-33.9888533333 151.230173333,159,-86.79605
288,2013-12-17T07:32:27+0100,1453,B00000341_21I558_20131217_073227,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_288.jpg,g1_a2_sml_288.jpg,1,1,4014,2,1,-0.354,-1.014,-0.323,-0.095,-0.29,-0.32,56954,65535,56481,65535,24.4,2,-33.98893,151.2302,-33.98893 151.23020,0,202,0.54,4.82,32.4,0.8,15.02,1.62,1,1.25,1.84,1,1.25,97.094,-102,350.99,0,,-33.98891333,151.23018,-33.9889133333 151.23018,202,-86.79605
289,2013-12-17T07:32:36+0100,1462,B00000342_21I558_20131217_073235,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_289.jpg,g1_a2_sml_289.jpg,1,1,4014,2,1,-0.209,-0.9,-0.269,0.006,-0.277,-0.34,57363,59177,46904,65535,24.4,2,-33.98897,151.23018,-33.98897 151.23018,0,64,0.47,5.12,32.3,0.4,13.33,1.65,1,1.25,1.809,1,1.281,107.1,-113.8,14.798,0,,-33.98895,151.2302033,-33.98895 151.230203333,64,-86.79605
290,2013-12-17T07:32:47+0100,1473,B00000343_21I558_20131217_073246,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_290.jpg,g1_a2_sml_290.jpg,1,1,4014,2,1,-0.061,-0.912,-0.012,0.046,-0.311,-0.265,61434,61644,49340,65535,24.4,2,-33.98895,151.23023,-33.98895 151.23023,0,301,0.17,2.15,32.5,0.6,8.18,1.69,2,1.25,1.746,1,1.156,97.027,-95.94,0.9721,0,,-33.98895333,151.2302067,-33.9889533333 151.230206667,301,-86.79605
291,2013-12-17T07:33:00+0100,1486,B00000344_21I558_20131217_073300,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_291.jpg,g1_a2_sml_291.jpg,1,1,4014,2,1,-0.22,-0.906,-0.169,-0.055,-0.285,-0.335,8317,7455,5463,15196,24.4,2,-33.98894,151.23021,-33.98894 151.23021,0,308,0.32,3.55,32.9,0.8,13.71,1.76,11,1.31,1.371,1,1.281,98.845,-98.46,0.8994,0,,-33.98893667,151.2302067,-33.9889366667 151.230206667,308,-86.79605
292,2013-12-17T07:33:11+0100,1497,B00000345_21I558_20131217_073310,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_292.jpg,g1_a2_sml_292.jpg,1,1,4014,2,1,-0.122,-0.979,-0.157,-0.026,-0.289,-0.331,37415,40457,32867,65535,24.4,2,-33.98892,151.23018,-33.98892 151.23018,0,128,0.39,3.55,33.5,0.4,13.7,1.77,2,1.25,1.684,1,1.125,98.339,-98.72,6.4612,0,,-33.98893,151.2302433,-33.98893 151.230243333,94,-86.79605
298,2013-12-17T07:34:14+0100,1560,B00000351_21I558_20131217_073408,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_298.jpg,g1_a2_sml_298.jpg,1,1,4014,2,1,-0.124,-0.828,-0.091,-0.141,-0.331,-0.107,60531,65535,55702,65535,24.4,2,-33.98893,151.23034,-33.98893 151.23034,0,72,1.61,14.53,36.6,1.7,7.97,1.59,1,1.25,1.715,1,1.313,93.975,-88.86,300.06,0,,-33.98891333,151.2303367,-33.9889133333 151.230336667,72,-86.79605
299,2013-12-17T07:34:23+0100,1569,B00000352_21I558_20131217_073422,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_299.jpg,g1_a2_sml_299.jpg,1,1,4014,2,1,-0.21,-0.676,0.001,-0.129,-0.335,-0.089,65535,65535,63060,65535,24.4,2,-33.98889,151.23049,-33.98889 151.23049,0,111,0.81,8.94,36,0.8,8.25,1.46,1,1.25,1.746,1,1.281,92.453,-89.59,302.31,0,,-33.98891333,151.23047,-33.9889133333 151.23047,111,-85.96416
300,2013-12-17T07:34:34+0100,1580,B00000353_21I558_20131217_073433,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_300.jpg,g1_a2_sml_300.jpg,1,1,4014,2,1,-0.084,-0.988,0.099,-0.186,-0.293,-0.253,2018,2133,1748,4272,24.4,2,-33.98892,151.23058,-33.98892 151.23058,0,127,0.84,9.24,34.9,0.6,6.76,1.47,1,1.25,1.777,1,1.219,93.959,-89.98,325.65,0,,-33.98892667,151.2305767,-33.9889266667 151.230576667,127,-85.1362
301,2013-12-17T07:34:45+0100,1591,B00000354_21I558_20131217_073444,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_301.jpg,g1_a2_sml_301.jpg,1,1,4014,2,1,0.043,-1.533,-0.022,-0.158,-0.305,-0.257,50486,55160,44030,65535,24.4,2,-33.98897,151.23066,-33.98897 151.23066,0,105,1.02,16.29,33.9,1.2,7.6,1.49,1,1.25,1.777,1,1.219,92.209,-88.92,314.43,0,,-33.98896667,151.23069,-33.9889666667 151.23069,105,-85.1362
302,2013-12-17T07:35:01+0100,1607,B00000355_21I558_20131217_073500,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_302.jpg,g1_a2_sml_302.jpg,1,1,4014,2,1,0.043,-0.622,0.235,-0.15,-0.308,0.019,44340,53994,43472,65535,24.4,2,-33.98901,151.23083,-33.98901 151.23083,0,68,0.25,2.98,34.4,0.7,8.22,1.49,1,1.25,1.902,1,1.313,94.08,-92.41,300.2,0,,-33.98899333,151.2307833,-33.9889933333 151.230783333,68,-85.1362
303,2013-12-17T07:35:13+0100,1619,B00000356_21I558_20131217_073512,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_303.jpg,g1_a2_sml_303.jpg,1,1,4014,2,1,-0.057,-0.971,0.052,-0.048,-0.317,0.03,65535,65535,65535,65535,24.4,2,-33.989,151.23086,-33.98900 151.23086,0,113,0.61,14.05,35.2,1,10.3,1.61,2,1.25,1.902,1,1.625,96.552,-91.92,289.26,0,,-33.98902,151.2308967,-33.98902 151.230896667,113,-84.31216
304,2013-12-17T07:35:36+0100,1642,B00000357_21I558_20131217_073529,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_304.jpg,g1_a2_sml_304.jpg,1,1,4014,2,1,-0.003,-0.872,-0.124,-0.231,-0.28,-0.051,37901,42507,29924,65535,24.4,2,-33.98905,151.231,-33.98905 151.23100,0,108,1.33,10.68,34,1.5,15.99,1.69,1,1.25,1.934,1,1.406,98.058,-98.76,303.06,0,,-33.98904333,151.23099,-33.9890433333 151.23099,108,-84.31216
305,2013-12-17T07:35:44+0100,1650,B00000358_21I558_20131217_073544,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_305.jpg,g1_a2_sml_305.jpg,1,1,4014,2,1,-0.002,-1.237,0.144,-0.202,-0.3,-0.201,45420,53889,40948,65535,24.4,2,-33.98908,151.23111,-33.98908 151.23111,0,119,0.62,13.72,31.7,1.6,11.7,1.71,2,1.25,1.934,1,1.344,94.614,-94.76,317.57,0,,-33.98909,151.2311167,-33.98909 151.231116667,119,-84.31216
306,2013-12-17T07:36:06+0100,1672,B00000359_21I558_20131217_073559,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_306.jpg,g1_a2_sml_306.jpg,1,1,4014,2,1,-0.098,-1.057,0.03,-0.199,-0.298,-0.229,40278,46295,33558,65535,24.4,2,-33.98914,151.23124,-33.98914 151.23124,0,131,1.12,13.49,32.6,0.5,11.19,1.74,1,1.25,1.934,1,1.188,86.987,-97.68,289.67,0,,-33.98914667,151.2312333,-33.9891466667 151.231233333,131,-84.31216
307,2013-12-17T07:36:18+0100,1684,B00000360_21I558_20131217_073618,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_307.jpg,g1_a2_sml_307.jpg,1,1,4014,2,1,0.136,-0.961,-0.104,-0.201,-0.296,-0.225,39235,47135,36936,65535,28.9,2,-33.98922,151.23135,-33.98922 151.23135,0,106,1.03,15.41,32.1,0.6,10.54,1.79,2,1.25,1.965,1,1.344,93.917,-94.77,310.22,0,,-33.98920667,151.2313667,-33.9892066667 151.231366667,106,-83.49204
