num,dt,sec,id,imgURL,imgFile,episode,priority,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,lat,lon,latitude longitude,locInterpolated,heading,speed,distance,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags,lat_smooth,lon_smooth,lat_lon_smooth,heading_smooth,unity_height
308,2013-12-17T07:36:33+0100,1699,B00000361_21I558_20131217_073633,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_308.jpg,g1_a2_sml_308.jpg,1,1,4014,2,1,0.084,-1.192,0.221,-0.204,-0.302,-0.201,39016,45136,34107,65535,28.9,2,-33.98926,151.23151,-33.98926 151.23151,0,121,0.72,8.61,32.5,0.7,10.77,1.78,2,1.25,1.934,1,1.688,99.424,-101.6,308.55,0,,-33.98926,151.2314833,-33.98926 151.231483333,121,-83.49204
309,2013-12-17T07:36:45+0100,1711,B00000362_21I558_20131217_073645,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_309.jpg,g1_a2_sml_309.jpg,1,1,4014,2,1,-0.258,-1.359,0.156,-0.203,-0.297,-0.223,43158,50820,37269,65535,28.9,2,-33.9893,151.23159,-33.98930 151.23159,0,102,1.37,15.12,33.5,0.5,10.68,1.77,1,1.25,1.965,1,1.313,95.293,-92.56,318.28,0,,-33.98929667,151.2316167,-33.9892966667 151.231616667,102,-81.05524
310,2013-12-17T07:36:56+0100,1722,B00000363_21I558_20131217_073656,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_310.jpg,g1_a2_sml_310.jpg,1,1,4014,2,1,-0.218,-0.864,-0.171,-0.227,-0.294,0.015,42438,53672,44737,65535,28.9,2,-33.98933,151.23175,-33.98933 151.23175,0,109,1.24,13.65,32.6,0.7,11.18,1.77,2,1.25,1.965,1,1.281,92.231,-96.54,313.57,0,,-33.98933333,151.2317433,-33.9893333333 151.231743333,109,-79.45032
311,2013-12-17T07:37:07+0100,1733,B00000364_21I558_20131217_073707,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_311.jpg,g1_a2_sml_311.jpg,1,1,4014,2,1,-0.119,-1.305,-0.192,-0.199,-0.29,-0.249,42100,50851,38459,65535,28.9,2,-33.98937,151.23189,-33.98937 151.23189,0,99,0.73,6.55,34.6,1,12.8,1.84,1,1.25,1.965,1,1.281,93.658,-98.86,307.99,0,,-33.98936,151.2318667,-33.98936 151.231866667,99,-77.07237
312,2013-12-17T07:37:16+0100,1742,B00000365_21I558_20131217_073716,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_312.jpg,g1_a2_sml_312.jpg,1,1,4014,2,1,0.091,-1.013,0.467,-0.2,-0.308,-0.131,43082,52441,39850,65535,28.9,2,-33.98938,151.23196,-33.98938 151.23196,0,90,0.25,3.69,36.3,0.4,12.94,1.81,2,1.25,1.965,1,1.281,92.56,-96.39,316.86,0,,-33.98937667,151.23195,-33.9893766667 151.23195,90,-76.28757
313,2013-12-17T07:37:31+0100,1757,B00000366_21I558_20131217_073725,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_313.jpg,g1_a2_sml_313.jpg,1,1,4014,2,1,-0.105,-1.005,0.05,-0.047,-0.312,-0.282,44596,55226,44878,65535,28.9,2,-33.98938,151.232,-33.98938 151.23200,0,75,1.46,21.92,36.4,0.7,12.9,1.83,1,1.25,1.996,1,1.188,86.471,-97.02,355.44,0,,-33.98936333,151.2320633,-33.9893633333 151.232063333,75,-75.5067
314,2013-12-17T07:37:46+0100,1772,B00000367_21I558_20131217_073746,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_314.jpg,g1_a2_sml_314.jpg,1,1,4014,2,1,-0.179,-1.333,0.042,-0.2,-0.305,-0.091,48881,56625,41032,65535,28.9,2,-33.98933,151.23223,-33.98933 151.23223,0,64,0.34,5.12,36.8,1.5,15.75,1.82,1,1.25,1.934,1,1.594,93.889,-94.7,300.6,0,,-33.98934,151.23217,-33.98934 151.23217,64,-74.72974
315,2013-12-17T07:38:01+0100,1787,B00000368_21I558_20131217_073755,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_315.jpg,g1_a2_sml_315.jpg,1,1,4014,2,1,-0.132,-0.987,-0.021,-0.141,-0.302,0.016,65535,65535,65535,65535,28.9,2,-33.98931,151.23228,-33.98931 151.23228,0,285,0.78,12.44,37.7,0.2,13.9,1.88,2,1.25,1.934,1,1.5,90.076,-96.38,298.17,0,,-33.98930667,151.23222,-33.9893066667 151.23222,285,-73.95672
316,2013-12-17T07:38:17+0100,1803,B00000369_21I558_20131217_073811,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_316.jpg,g1_a2_sml_316.jpg,1,1,4014,2,1,0.082,-0.943,-0.131,0.149,-0.298,-0.192,37572,40426,28397,65535,28.9,2,-33.98928,151.23215,-33.98928 151.23215,0,157,0.16,2.41,40,0.7,9.11,1.62,1,1.25,1.902,1,1.219,99.555,-94.4,33.624,0,,-33.98929667,151.2321967,-33.9892966667 151.232196667,157,-73.95672
317,2013-12-17T07:38:32+0100,1818,B00000370_21I558_20131217_073826,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_317.jpg,g1_a2_sml_317.jpg,1,1,4014,2,1,0.006,-1.031,-0.058,0.103,-0.317,-0.194,65053,65535,57718,65535,30.9,2,-33.9893,151.23216,-33.98930 151.23216,0,320,0.18,1.45,42.1,0.4,8.78,1.48,1,1.25,1.902,1,1.375,94.588,-91.08,299.98,0,,-33.98929,151.2321533,-33.98929 151.232153333,320,-74.72974
318,2013-12-17T07:38:40+0100,1826,B00000371_21I558_20131217_073840,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_318.jpg,g1_a2_sml_318.jpg,1,1,4014,2,0,0.037,-1.053,0.074,-0.163,-0.302,-0.253,41566,50869,38313,65535,30.9,2,-33.98929,151.23215,-33.98929 151.23215,0,83,0.39,9.29,43.1,0.6,8.02,1.44,1,1.25,1.902,1,1.375,96.432,-95.46,258.52,0,,-33.98929,151.2321867,-33.98929 151.232186667,83,-74.72974
319,2013-12-17T07:39:04+0100,1850,B00000372_21I558_20131217_073904,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_319.jpg,g1_a2_sml_319.jpg,1,1,4014,2,1,-0.167,-0.7,-0.025,-0.194,-0.306,-0.091,1003,916,663,1024,30.9,2,-33.98928,151.23225,-33.98928 151.23225,0,55,1.47,23.51,43.3,0.9,8.6,1.53,1,1.25,1.858,1,1.402,96.263,-92.82,276.02,0,,-33.98924333,151.2322867,-33.9892433333 151.232286667,55,-73.18761
320,2013-12-17T07:39:20+0100,1866,B00000373_21I558_20131217_073920,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_320.jpg,g1_a2_sml_320.jpg,1,1,4014,2,1,-0.337,-0.824,-0.247,-0.198,-0.307,-0.083,58784,65535,49871,65535,30.9,2,-33.98916,151.23246,-33.98916 151.23246,0,0,2.45,24.46,43.8,1.8,13.38,1.69,5,1.38,1.671,1,1.402,92.628,-93.75,320.45,0,,-33.98916,151.23246,-33.98916 151.23246,0,-72.42243
